"","Area.Code","Area.Code..M49.","Area","Item.Code","Item","Element.Code","Element","Unit","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"113",5000,"'001","World",1878,"Pulp for paper",5510,"Production","t",61879400,63888500,68604300,73744100,77949900,83813800,85749100,92477800,98709100,102554400,102429600,107965900,114241400,117244100,102911273,112568900,114165000,120224100,125683309,128174217,127930425,122350217,130075408,138487008,140437700,146919108,156194416,162389508,166634700,165609600,166799245,165509784,165601353,178398256,183036717,168370735,177880357,175625665,177199729,183495612,175437164,180032179,182754605,187675841,188605215,190339857,196160077,192277538,173883745,184936684,186920615,182396880,180670863,183752272,183941642,186746584,188357570,196475972,192914872,191470468,196740299,198570620
